,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Certificate,Votes,Gross,Description,Director,Stars
630,How to Train Your Dragon 2,(2014),102 min,7.8,77        ,U,"319,425",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson']"
631,The Big Short,(2015),130 min,7.8,81        ,A,"396,338",$70.26M,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']"
632,Ang-ma-reul bo-at-da,(2010),144 min,7.8,67        ,Not Rated,"121,763",$0.13M,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Jee-woon Kim,"['Lee Byung-hun', 'Choi Min-sik', 'Jeon Gook-hwan', 'Ho-jin Chun']"
633,The Girl with the Dragon Tattoo,(2011),158 min,7.8,71        ,(Banned),"444,564",$102.52M,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",David Fincher,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård']"
634,Captain Phillips,(2013),134 min,7.8,82        ,UA,"441,140",$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Paul Greengrass,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']"
635,Ajeossi,(2010),119 min,7.8,****,7,"66,956",$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,Jeong-beom Lee,"['Won Bin', 'Kim Sae-ron', 'Kim Tae-hoon', 'Kim Hee-won']"
636,Straight Outta Compton,(2015),147 min,7.8,72        ,R,"190,655",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']"
637,The Irishman,(2019),209 min,7.8,94        ,16,"356,925",$7.00M,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Martin Scorsese,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel']"
638,Madeo,(2009),129 min,7.8,79        ,R,"59,563",$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Bong Joon Ho,"['Hye-ja Kim', 'Won Bin', 'Jin Goo', 'Je-mun Yun']"
639,Chugyeokja,(2008),125 min,7.8,64        ,****,"63,038",%^%^%^,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Na Hong-jin,"['Kim Yoon-seok', 'Ha Jung-woo', 'Yeong-hie Seo', 'Kim Yoo-jeong']"
640,Moon,(2009),97 min,7.8,67        ,R,"347,686",$5.01M,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones,"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw']"
641,The Hobbit: The Desolation of Smaug,(2013),161 min,7.8,66        ,UA,"626,919",$258.37M,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott']"
642,Das weiße Band - Eine deutsche Kindergeschichte,(2009),144 min,7.8,82        ,UA,"71,600",$2.22M,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Michael Haneke,"['Christian Friedel', 'Ernst Jacobi', 'Leonie Benesch', 'Ulrich Tukur']"
643,Män som hatar kvinnor,(2009),152 min,7.8,76        ,R,"213,408",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Niels Arden Oplev,"['Michael Nyqvist', 'Noomi Rapace', 'Ewa Fröling', 'Lena Endre']"
644,Skyfall,(2012),143 min,7.8,81        ,UA,"670,479",$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Sam Mendes,"['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench']"
645,The Trial of the Chicago 7,(2020),129 min,7.8,76        ,18,"161,858",%^%^%^,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Aaron Sorkin,"['Eddie Redmayne', 'Alex Sharp', 'Sacha Baron Cohen', 'Jeremy Strong']"
646,Druk,(2020),117 min,7.8,79        ,16,"119,084",%^%^%^,Four high school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe']"
647,The Fighter,(I) (2010),116 min,7.8,79        ,UA,"353,665",$93.62M,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",David O. Russell,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo']"
648,Taken,(I) (2008),90 min,7.8,51        ,A,"584,012",$145.00M,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Pierre Morel,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Leland Orser']"
649,The Boy in the Striped Pyjamas,(2008),94 min,7.8,55        ,PG-13,"204,661",$9.03M,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,"['Asa Butterfield', 'David Thewlis', 'Rupert Friend', ""Zac Mattoon O'Brien""]"
650,Once,(I) (2007),86 min,7.8,88        ,R,"114,074",$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",John Carney,"['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh', 'Gerard Hendrick']"
651,The Hobbit: An Unexpected Journey,(2012),169 min,7.8,58        ,UA,"786,171",$303.00M,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']"
652,Auf der anderen Seite,(2007),122 min,7.8,85        ,****,"31,658",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,Fatih Akin,"['Baki Davrak', 'Gürsoy Gemec', 'Cengiz Daner', 'Tuncel Kurtiz']"
653,Atonement,(2007),123 min,7.8,85        ,18,"265,479",$50.93M,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Joe Wright,"['Keira Knightley', 'James McAvoy', 'Brenda Blethyn', 'Saoirse Ronan']"
654,Drive,(I) (2011),100 min,7.8,78        ,A,"601,079",$35.06M,"An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.",Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']"
655,American Gangster,(2007),157 min,7.8,76        ,A,"410,065",$130.16M,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Ridley Scott,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin']"
656,Avatar,(2009),162 min,7.8,83        ,UA,"1,165,615",$760.51M,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Michelle Rodriguez']"
657,Mr. Nobody,(2009),141 min,7.8,63        ,R,"225,841",$0.00M,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Jaco Van Dormael,"['Jared Leto', 'Sarah Polley', 'Diane Kruger', 'Linh-Dan Pham']"
658,Apocalypto,(2006),139 min,7.8,68        ,A,"301,872",$50.87M,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Mel Gibson,"['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']"
659,Little Miss Sunshine,(2006),101 min,7.8,80        ,UA,"458,267",$59.89M,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Directors:Jonathan Dayton, Valerie Faris","['Steve Carell', 'Toni Collette', 'Greg Kinnear', 'Abigail Breslin']"
660,Hot Fuzz,(2007),121 min,7.8,81        ,UA,"485,969",$23.64M,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Bill Nighy']"
661,The Curious Case of Benjamin Button,(2008),166 min,7.8,70        ,UA,"619,596",$127.51M,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",David Fincher,"['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton', 'Julia Ormond']"
662,Veer-Zaara,(2004),192 min,7.8,67        ,U,"51,367",$2.92M,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",Yash Chopra,"['Shah Rukh Khan', 'Preity Zinta', 'Rani Mukerji', 'Kirron Kher']"
663,Adams æbler,(2005),94 min,7.8,51        ,R,"48,783",$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,Anders Thomas Jensen,"['Ulrich Thomsen', 'Mads Mikkelsen', 'Nicolas Bro', 'Paprika Steen']"
664,Pride & Prejudice,(2005),129 min,7.8,82        ,13,"276,872",$38.41M,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']"
665,The World's Fastest Indian,(2005),127 min,7.8,68        ,U,"53,665",$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",Roger Donaldson,"['Anthony Hopkins', 'Diane Ladd', 'Iain Rea', 'Tessa Mitchell']"
666,Tôkyô goddofâzâzu,(2003),90 min,7.8,73        ,UA,"34,981",$0.13M,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Satoshi Kon,"['Tôru Emori', 'Yoshiaki Umegaki', 'Aya Okamoto', 'Shôzô Îzuka']"
667,Serenity,(2005),119 min,7.8,74        ,PG-13,"290,404",$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Joss Whedon,"['Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor', 'Alan Tudyk']"
668,Walk the Line,(2005),136 min,7.8,72        ,PG-13,"243,118",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",James Mangold,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin', 'Robert Patrick']"
669,Ondskan,(2003),113 min,7.8,61        ,****,"36,992",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Mikael Håfström,"['Andreas Wilson', 'Henrik Lundström', 'Gustaf Skarsgård', 'Linda Zilliacus']"
670,The Notebook,(2004),123 min,7.8,53        ,A,"545,164",$81.00M,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",Nick Cassavetes,"['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']"
671,Diarios de motocicleta,(2004),126 min,7.8,75        ,U,"99,551",$16.76M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,Walter Salles,"['Gael García Bernal', 'Rodrigo De la Serna', 'Mía Maestro', 'Mercedes Morán']"
672,Lilja 4-ever,(2002),109 min,7.8,82        ,R,"44,535",$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",Lukas Moodysson,"['Oksana Akinshina', 'Artyom Bogucharskiy', 'Pavel Ponomaryov', 'Lyubov Agapova']"
673,Les triplettes de Belleville,(2003),80 min,7.8,91        ,PG-13,"53,428",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Sylvain Chomet,"['Michèle Caucheteux', 'Jean-Claude Donda', 'Michel Robin', 'Monica Viegas']"
674,Gongdong gyeongbi guyeok JSA,(2000),110 min,7.8,58        ,****,"28,678",%^%^%^,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",Park Chan-Wook,"['Lee Yeong-ae', 'Lee Byung-hun', 'Kang-ho Song', 'Kim Tae-Woo']"
675,Waking Life,(2001),99 min,7.8,83        ,R,"62,759",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Richard Linklater,"['Ethan Hawke', 'Trevor Jack Brooks', 'Lorelei Linklater', 'Wiley Wiggins']"
676,Remember the Titans,(2000),113 min,7.8,48        ,U,"206,574",$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Boaz Yakin,"['Denzel Washington', 'Will Patton', 'Wood Harris', 'Ryan Hurst']"
677,Wo hu cang long,(2000),120 min,7.8,94        ,UA,"262,177",$128.08M,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Ang Lee,"['Chow Yun-Fat', 'Michelle Yeoh', 'Ziyi Zhang', 'Chang Chen']"
